SN,MPLS/Switch,Full SOLAR POP,Down Time,Up Time,Type,Region,Reason/Issue,Date,Duration,Remarks(from mail if any),Category,,Down Count
47,mitahari - mdharan [20G],,5/6/2025 19:39:00,5/6/2025 20:01:57,Link Down,********,Unknown,23rd Baisakh,"0 days, 00 hrs, 22 min",Informed to Om ji ,Unknown,0.0159375,1
48,mnaamdanda-sw1,TRUE,5/6/2025 19:51:20,5/7/2025 12:11:20,Switch,Central Region,Uplink issue,23rd Baisakh,"0 days, 16 hrs, 20 min",This host got affected from rindanda.,Fiber,0.6805555556,10
49,mtaulihawa,FALSE,5/6/2025 19:59:20,5/6/2025 21:24:15,MPLS,********,MCB Trip,23rd Baisakh,"0 days, 01 hrs, 24 min",Rahul ji(9801158319) has been informed to move towards pop to look into issue.We will update further on  this accordingly.,Power,0.0589699074,5
50,te-0/0/0/16.mhariwan <-> te-0-0-0-16.mnijhgadh-LAG-BE2-CH30,,5/6/2025 19:59:27,5/6/2025 20:24:00,Traffic Congestion,********,Congestion,23rd Baisakh,"0 days, 00 hrs, 24 min",,Traffic Issue,0.01704861111,1
51,msardi-sw1,FALSE,5/6/2025 20:07:00,5/6/2025 20:43:54,Switch,Western Region,Rebooted,23rd Baisakh,"0 days, 00 hrs, 36 min",,Power,0.025625,32
52,mraksirang-sw1,TRUE,5/6/2025 20:11:29,5/7/2025 5:53:39,Switch,Makawanpur NTA,Full Solar POP,23rd Baisakh,"0 days, 09 hrs, 42 min",,Power,0.4042824074,5
53,mrindanda-sw1,FALSE,5/6/2025 20:29:08,5/7/2025 12:11:18,Switch,Central Region,Manual Reboot,23rd Baisakh,"0 days, 15 hrs, 42 min", Please verify the power status at  mrindanda-sw1.,Power,0.6542824074,10
54,te-0/3/0/0.mkawaswoti <-> ae-4.3841.mdatahub-via-WSN,,5/6/2025 20:46:09,5/6/2025 21:40:00,Traffic Congestion,********,Congestion,23rd Baisakh,"0 days, 00 hrs, 53 min",,Traffic Issue,0.03739583334,6
55,te-0/0/0/19.mnijhgadh <-> te-0-0-0-19.mhariwan-LAG-BE2-CH51,,5/6/2025 20:59:05,5/6/2025 21:34:00,Traffic Congestion,********,Congestion,23rd Baisakh,"0 days, 00 hrs, 34 min",,Traffic Issue,0.02424768519,2
56,mchapur - mmalangwa [20G],,5/6/2025 21:55:09,5/7/2025 12:22:11,Link Down,********,Fiber Breakage,23rd Baisakh,"0 days, 14 hrs, 27 min",,Fiber,0.6021064815,4
57,mkataridanda-sw1,FALSE,5/6/2025 22:50:01,5/7/2025 6:01:20,Switch,Eastern Region,Rebooted,23rd Baisakh,"0 days, 07 hrs, 11 min",,Power,0.299525463,34
58,mbaluwatar-sw6,FALSE,5/6/2025 22:56:41,5/6/2025 23:00:19,Switch,********,Unknown,23rd Baisakh,"0 days, 00 hrs, 03 min",,Unknown,0.002523148149,2
1,mkhalanga-sw1,FALSE,5/7/2025 3:14:00,5/7/2025 3:16:00,Switch,Far Western Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888886,26
2,mtaulihawa,FALSE,5/7/2025 4:38:00,5/7/2025 8:04:00,Switch,********,Rebooted,24th Baisakh,"0 days, 03 hrs, 26 min",,Power,0.1430555555,5
3,mkhalanga-sw1,FALSE,5/7/2025 4:41:00,5/7/2025 4:45:00,Switch,Far Western Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 04 min",,Power,0.002777777772,26
4,mkhalanga-sw1,FALSE,5/7/2025 4:48:00,5/7/2025 4:52:00,Switch,Far Western Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 04 min",,Power,0.00277777778,26
5,mthamel-nawashree-sw1,FALSE,5/7/2025 6:10:16,5/7/2025 7:15:51,Switch,********,Rebooted,24th Baisakh,"0 days, 01 hrs, 05 min",,Power,0.04554398148,5
6,mbhojpur - mhille || mbhojpur - mdiktel,,5/7/2025 6:33:00,5/7/2025 7:27:00,Link Down,********,Techmind issue,24th Baisakh,"0 days, 00 hrs, 54 min",,Fiber,0.0375,1
7,mokhaldhunga-sw1,FALSE,5/7/2025 8:20:39,5/7/2025 9:41:52,Switch,Eastern Region,Rebooted,24th Baisakh,"0 days, 01 hrs, 21 min",,Power,0.05640046296,10
8,et-1/1/0 Connected-to-NDS-for-Transit-40G-via-Adarshanagar at-mbirgunj-nea,,5/7/2025 8:48:00,5/7/2025 15:17:00,Link Down,********,Fiber Breakage,24th Baisakh,"0 days, 06 hrs, 29 min",Still working . ETR added 30-40 mins.,Fiber,0.2701388889,2
9,madarshanagar - mbirgunj-nea [10G],,5/7/2025 8:48:00,5/7/2025 11:19:44,Link Down,********,Fiber Burnt,24th Baisakh,"0 days, 02 hrs, 31 min",,Fiber,0.1053703704,1
10,Link affect || Chapur-Sukhadev,,5/7/2025 9:45:14,5/8/2025 11:23:00,Link Down,********,Fiber Maintenance,24th Baisakh,"1 days, 01 hrs, 37 min",,Fiber,1.067893519,1
11,mmanahari - mbhandara,,5/7/2025 10:09:00,5/7/2025 10:30:00,Link Down,********,Team Working,24th Baisakh,"0 days, 00 hrs, 21 min",,Fiber,0.01458333333,1
12,mgulmi - mkharbang,,5/7/2025 10:43:00,5/7/2025 10:54:00,Link Down,********,Unknown,24th Baisakh,"0 days, 00 hrs, 11 min",,Unknown,0.007638888892,2
13,mdatahub - mbal[100GKalopool-Route],,5/7/2025 10:55:00,5/7/2025 15:11:10,Link Down,********,Fiber Breakage,24th Baisakh,"0 days, 04 hrs, 16 min",,Fiber,0.1778935185,1
14,mthamel-nawashree-sw1,FALSE,5/7/2025 10:55:51,5/7/2025 11:23:00,Switch,********,Rebooted,24th Baisakh,"0 days, 00 hrs, 27 min",,Power,0.01885416667,5
15,mbelbari - mbiratchowk,,5/7/2025 10:52:00,5/7/2025 11:07:00,Link Down,********,Fiber Breakage,24th Baisakh,"0 days, 00 hrs, 15 min",,Fiber,0.01041666666,1
16,mtaulihawa,FALSE,5/7/2025 11:10:00,5/7/2025 11:21:00,MPLS,********,Rebooted,24th Baisakh,"0 days, 00 hrs, 11 min",,Power,0.007638888885,5
17,mcharali-sw1,FALSE,5/7/2025 11:25:00,5/7/2025 12:45:50,Switch,Eastern Region,CT Line Issue,24th Baisakh,"0 days, 01 hrs, 20 min",,Power,0.05613425926,18
18,mairport-tia-wl-sw3,,5/7/2025 11:41:58,5/7/2025 12:07:12,Switch,********,Rebooted,24th Baisakh,"0 days, 00 hrs, 25 min",,Power,0.01752314815,26
19,minaruwa-dls-sw1 - mduhabi,,5/7/2025 11:54:00,5/8/2025 8:06:00,Optical Power,********,Fiber Losses,24th Baisakh,"0 days, 20 hrs, 12 min","AS per Om ji , franchise are working for optimization .",Fiber,0.8416666667,1
20,mhaleshi-sw1 || Haleshi-diktel,,5/7/2025 12:29:17,5/30/2025 12:22:00,Link Down,********,Device Issue,24th Baisakh,"22 days, 23 hrs, 52 min",Team received the goods and he will move towards haleshi pop.,Device,22.99494213,1
21,mbhiman-sindhuli-sw1,FALSE,5/7/2025 12:47:16,5/7/2025 12:56:57,Switch,Central Region,Routed,24th Baisakh,"0 days, 00 hrs, 09 min",,Fiber,0.006724537037,1
22,mliwang-sw1,FALSE,5/7/2025 12:23:22,5/7/2025 13:38:57,Switch,Western Region,Unknown,24th Baisakh,"0 days, 01 hrs, 15 min",,Unknown,0.05248842592,21
23,mbhiman-sindhuli-sw1-mbardibas,,5/7/2025 12:47:16,5/8/2025 10:02:00,Link Down,********,Fiber Breakage,24th Baisakh,"0 days, 21 hrs, 14 min","As per Min Ji, vendor team members are on leave so, team will do the needful tomorrow only.",Fiber,0.8852314815,1
24,mchabahil - mbattisputali,,5/7/2025 12:29:00,5/7/2025 15:47:46,Link Down,********,Fiber Breakage,24th Baisakh,"0 days, 03 hrs, 18 min",,Fiber,0.1380324074,1
25,mhaleshi-sw1,FALSE,5/7/2025 13:31:55,5/7/2025 13:55:00,Switch,Eastern Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 23 min",,Power,0.01603009259,18
26,mphidimdanda-sw1,FALSE,5/7/2025 13:47:00,5/7/2025 13:50:00,Switch,Eastern Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 03 min",,Power,0.002083333333,2
27,mpurtighat-sw1,FALSE,5/7/2025 14:24:18,5/7/2025 14:49:53,Switch,Western Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 25 min",,Power,0.0177662037,9
28,mgalchi - mmalekhu[10G],,5/7/2025 14:50:00,5/8/2025 12:55:12,Link Down,********,Pole shifting,24th Baisakh,"0 days, 22 hrs, 05 min","As per Mahesh ji , pole shifting task being carried out at Galaudi . Not able to work, he guess  that till evening pole shifting task will be completed and if possible they will work at evening otherwise tomorrow only . ",Fiber,0.9202777778,2
29,mbardibas - mbirgunj-nea [200G],,5/7/2025 14:52:00,5/7/2025 17:30:00,Link Flap,********,Maintainance,24th Baisakh,"0 days, 02 hrs, 38 min",Lalbandi team is working for Optical issue of mhariwan - mbardibas [40G] so Link is flapping .We shall update you once task gets completed.,Maintainance,0.1097222222,9
30,mpahalwanpur-sw1,FALSE,5/7/2025 15:19:47,5/7/2025 17:46:13,Switch,Far Western Region,Unknown,24th Baisakh,"0 days, 02 hrs, 26 min",,Unknown,0.1016898148,1
31,mhariwan - mbardibas [40G],,5/7/2025 15:23:19,5/7/2025 16:00:43,Link Down,********,Maintainance,24th Baisakh,"0 days, 00 hrs, 37 min",,Maintainance,0.02597222222,4
32,mbhakundebesi-dls-sw1,FALSE,5/7/2025 15:48:00,5/7/2025 16:13:52,Switch,Central Region,Routed,24th Baisakh,"0 days, 00 hrs, 25 min",,Fiber,0.01796296296,1
33,mbirgunj-nea - Airtel-Raxaul-Sagauli-Bypass-ADSS,,5/7/2025 16:05:00,5/7/2025 20:37:00,Link Down,********,Fiber Breakage,24th Baisakh,"0 days, 04 hrs, 32 min",Please share us progress and ETR.,Fiber,0.1888888889,1
34,mbhakundebesi-dls-sw1 - mdhulikhel-dls-sw1,,5/7/2025 16:06:00,5/9/2025 9:44:00,Link Down,********,Fiber Breakage,24th Baisakh,"1 days, 17 hrs, 38 min","As per Pradip Ji, team is still busy with traps. Team will do the needful upcoming Sunday.",Fiber,1.734722222,1
35,mokhaldhunga-sw1,FALSE,5/7/2025 17:21:53,5/8/2025 6:18:41,Switch,Eastern Region,Unknown,24th Baisakh,"0 days, 12 hrs, 56 min",,Unknown,0.5394444444,10
36,mgalyang,FALSE,5/7/2025 17:24:00,5/7/2025 18:13:07,MPLS,Western Region,CT Line Issue/Backup Drained,24th Baisakh,"0 days, 00 hrs, 49 min",,Power,0.0341087963,7
37,mbhairahawa-wireless-sw1,FALSE,5/7/2025 17:28:00,5/7/2025 17:41:24,Switch,Western Region,Unknown,24th Baisakh,"0 days, 00 hrs, 13 min",,Unknown,0.009305555555,17
38,msirdibas-sw1,TRUE,5/7/2025 17:45:41,5/8/2025 7:47:57,Switch,Gorkha NTA,Full Solar POP,24th Baisakh,"0 days, 14 hrs, 02 min",,Power,0.5849074074,30
39,mokhaldhunga-sw1,FALSE,5/7/2025 17:57:28,5/7/2025 18:13:03,Switch,Eastern Region,Unknown,24th Baisakh,"0 days, 00 hrs, 15 min",,Unknown,0.01082175926,10
40,mdaphelake-sw1,TRUE,5/7/2025 18:28:27,5/8/2025 6:30:00,Switch,Far Western Region,Full Solar POP,24th Baisakh,"0 days, 12 hrs, 01 min",This host is fully dependent upon solar operation and will only be reachable after favorable weather for solar operation.,Power,0.5010763889,20
41,et-3/0/5 Connected-to-mdhalkebar#Hu-0/1/0/0-LAG-BE11 at-mbal,,5/7/2025 18:08:00,5/7/2025 18:30:00,Link Flap,********,Link Flap,24th Baisakh,"0 days, 00 hrs, 22 min",,Link Issue,0.01527777778,4
42,mgumgadibazaar-mugu-sw1,FALSE,5/7/2025 18:23:47,5/8/2025 6:23:48,Switch,Far Western Region,Uplink issue,24th Baisakh,"0 days, 12 hrs, 00 min",,Fiber,0.5000115741,2
43,mnaamdanda-sw1,TRUE,5/7/2025 19:25:29,5/8/2025 8:59:45,Switch,Central Region,Uplink issue,24th Baisakh,"0 days, 13 hrs, 34 min",,Fiber,0.565462963,10
44,mbhorledanda-sw1,FALSE,5/7/2025 19:29:56,5/7/2025 19:37:50,Switch,Central Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 07 min",,Power,0.005486111113,27
45,mbrt.xe-0-1-2:To-mbrt-neuro-sw1.xg-0-0-1,,5/7/2025 19:48:00,5/7/2025 20:23:00,Traffic Congestion,********,Congestion,24th Baisakh,"0 days, 00 hrs, 35 min",,Traffic Issue,0.02430555556,1
46,mrindanda-sw1,FALSE,5/7/2025 20:07:24,5/8/2025 8:59:43,Switch,Central Region,Manual Reboot,24th Baisakh,"0 days, 12 hrs, 52 min",,Power,0.5363310185,10
47,mbhaver-sw1,FALSE,5/7/2025 22:13:41,5/8/2025 12:35:54,Switch,Makawanpur NTA,Backup issue,24th Baisakh,"0 days, 14 hrs, 22 min",,Power,0.5987615741,5
48,mbhorledanda-sw1,FALSE,5/7/2025 22:26:00,5/7/2025 22:28:00,Switch,Central Region,Rebooted,24th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888893,27
49,mkataridanda-sw1,FALSE,5/7/2025 22:44:38,5/8/2025 6:15:40,Switch,Eastern Region,Rebooted,24th Baisakh,"0 days, 07 hrs, 31 min",,Power,0.3132175926,34
50,mgalyang - mpalpa [10G],,5/7/2025 16:25:26,5/8/2025 16:10:26,Link Down,********,Fiber Burnt,24th Baisakh,"0 days, 23 hrs, 45 min","As per Hari Ji, Link is affected  due to fiber burnt. Team is working on this segment. ETR 2hrs.",Fiber,0.9895833333,1
1,mchaukhutte-sw1,TRUE,5/8/2025 1:45:45,5/8/2025 6:27:56,Switch,Far Western Region,Full Solar POP,25th Baisakh,"0 days, 04 hrs, 42 min",,Power,0.1959606481,8
2,et-3/0/5 Connected-to-mdhalkebar#Hu-0/1/0/0-LAG-BE11 at-mbal,,5/8/2025 2:47:00,5/8/2025 11:51:00,Link Flap,********,Unknown,25th Baisakh,"0 days, 09 hrs, 04 min",,Unknown,0.3777777778,4
3,mkhalanga-sw1,FALSE,5/8/2025 4:48:00,5/8/2025 4:51:00,Switch,Far Western Region,Rebooted,25th Baisakh,"0 days, 00 hrs, 03 min",,Power,0.002083333333,26
4,mparwanipur-sw1,FALSE,5/8/2025 6:50:11,5/8/2025 8:01:12,Switch,Central Region,CT Line Issue,25th Baisakh,"0 days, 01 hrs, 11 min",,Power,0.04931712963,8
5,mkoltifm-sw1,TRUE,5/8/2025 7:18:14,5/8/2025 9:10:25,Switch,Far Western Region,Rebooted,25th Baisakh,"0 days, 01 hrs, 52 min",,Power,0.07790509259,2
6,mliwang-sw1,FALSE,5/8/2025 8:30:38,5/8/2025 9:06:13,Switch,Western Region,Wireless Issue,25th Baisakh,"0 days, 00 hrs, 35 min",,Wireless,0.02471064815,21
7,mhaleshi-sw1,FALSE,5/8/2025 8:54:16,5/8/2025 15:29:51,Switch,Eastern Region,Rebooted,25th Baisakh,"0 days, 06 hrs, 35 min",,Power,0.2747106481,18
8,mgorkha <->mabukhaireni [10G],,5/8/2025 9:29:40,5/8/2025 9:39:40,Link Down,********,Fiber Breakage,25th Baisakh,"0 days, 00 hrs, 10 min",Informed to Mahesh ji .,Fiber,0.006944444445,2
9,mtikapur-dls-sw1,FALSE,5/8/2025 10:33:00,5/8/2025 10:54:27,Switch,Far Western Region,Routed,25th Baisakh,"0 days, 00 hrs, 21 min",,Fiber,0.01489583333,2
10,mitahari-ch <->mduhabi [100G],,5/8/2025 10:43:42,5/8/2025 17:28:42,Link Down,********,Fiber Breakage,25th Baisakh,"0 days, 06 hrs, 45 min","As per Om ji, Vendor Team is working on this segment.",Fiber,0.28125,1
11,mtikapur-dls-sw1 || tikapur-lamki,,5/8/2025 10:33:00,5/8/2025 14:07:00,Link Down,********,Unknown,25th Baisakh,"0 days, 03 hrs, 34 min","As per Binod-ji , team is looking into the issue.",Unknown,0.1486111111,1
12,msankrantibazaar <->mjirikhimti [10G],,5/8/2025 11:41:00,5/13/2025 17:23:06,Optical Power,********,Optical Power,25th Baisakh,"5 days, 05 hrs, 42 min","As per Amrit dai ,sajilo Net team will do the needful after 10 A.M .",Fiber,5.237569444,2
13,mghorahi,FALSE,5/8/2025 12:07:00,5/8/2025 12:25:00,MPLS,Far Western Region,Unknown,25th Baisakh,"0 days, 00 hrs, 18 min",,Unknown,0.0125,3
14,Optical Optimization || mghorahi-mlamahi,,5/8/2025 12:41:00,,Optical Power,********,Optical Power,25th Baisakh,"81 days, 05 hrs, 40 min",As per Gagan ji need to work in the co-ordination with LCO team but still LCO team has not provided exact time for maintenance . It will take time.,Fiber,81.23678946,1
15,mgalchi - mmalekhu[10G] -Optical,,5/8/2025 12:55:12,5/23/2025 18:13:00,Optical Power,********,Optical Power,25th Baisakh,"15 days, 05 hrs, 17 min",Call not received by Mahesh jee at the moment. We will update once the call gets received.,Fiber,15.22069444,1
16,mpokhara - mlekhanath [100G],,5/8/2025 12:49:00,5/8/2025 15:36:27,Link Down,********,Unknown,25th Baisakh,"0 days, 02 hrs, 47 min",,Unknown,0.1162847222,3
17,mbhaver-sw1,FALSE,5/8/2025 13:25:54,5/10/2025 17:39:09,Switch,Makawanpur NTA,Charge Controller Issue,25th Baisakh,"2 days, 04 hrs, 13 min","As per Ram ji, the UPS and solar charge controller were damaged due to a lightning strike. Consequently, the switch will become operational once the CT line is restored.",Power,2.175868056,5
18,mduhabi - mitahari [10G] - Plus Fiber,,5/8/2025 14:04:59,5/8/2025 17:21:00,Link Down,********,Fiber Breakage,25th Baisakh,"0 days, 03 hrs, 16 min",Informed to OM dai to verify the issue.,Fiber,0.1361226852,1
19,mmaharajgunj-bhatbhateni-sw1,FALSE,5/8/2025 14:34:59,5/8/2025 19:51:09,Switch,Central Region,Fiber Breakage,25th Baisakh,"0 days, 05 hrs, 16 min",Fiber breakage measured at 618m from pop end. ETR 1hr. Gongabu Team is working on it. ETR 1hr.,Fiber,0.2195601852,3
20,mkhawadanda-sw1,FALSE,5/8/2025 14:28:00,5/8/2025 15:58:15,Switch,Central Region,Rebooted,25th Baisakh,"0 days, 01 hrs, 30 min",,Power,0.06267361111,20
21,mgalchi - mmalekhu[10G],,5/8/2025 14:38:00,5/8/2025 15:06:14,Link Down,********,Optical Power,25th Baisakh,"0 days, 00 hrs, 28 min",,Fiber,0.01960648148,2
22,mkamaladi-dls-sw1 - HBL-Kamaladi-TATA-E1-2M,,5/8/2025 14:39:00,5/8/2025 16:48:00,Link Down,********,Fiber Breakage,25th Baisakh,"0 days, 02 hrs, 09 min",Team B assigned instead A .,Fiber,0.08958333333,1
23,mgajuri-sw1,FALSE,5/8/2025 14:38:00,5/8/2025 15:13:28,Switch,Highway PoP,Unknown,25th Baisakh,"0 days, 00 hrs, 35 min",,Unknown,0.02462962963,3
24,xe-1/2/0 Connected-to-mbal#xe-2-0-1-LAG-ae1 at-mranibari,,5/8/2025 14:58:00,5/8/2025 15:10:00,Link Flap,********,Link Flap,25th Baisakh,"0 days, 00 hrs, 12 min",,Link Issue,0.008333333331,1
25,mbalaju-mtrishuli,,5/8/2025 14:45:11,5/8/2025 15:06:11,Link Down,********,Maintainance,25th Baisakh,"0 days, 00 hrs, 21 min",,Maintainance,0.01458333333,1
26,mnaudanda,FALSE,5/1/2025 16:59:02,5/8/2025 19:35:15,MPLS,********,Fiber Breakage,25th Baisakh,"7 days, 02 hrs, 36 min","Fiber breakage at 10 km from pokhara POP, team are looking into the issue, ETR is not mentioned.",Fiber,7.108483796,6
27,mchabahil - mjorpati [10G],,5/8/2025 15:31:25,5/8/2025 19:01:26,Link Down,********,Pole shifting,25th Baisakh,"0 days, 03 hrs, 30 min","Link is affected due to pole hits by vehicle and need to replace new pole in Bouddha Pipalbot . So, team will do the needful after erected new poles .ETR :- not mention .",Fiber,0.1458449074,1
28,mdhikure-sw1,FALSE,5/8/2025 14:57:02,5/8/2025 17:19:12,Switch,Highway PoP,Fiber Breakage,25th Baisakh,"0 days, 02 hrs, 22 min",,Fiber,0.09872685185,2
29,mdandagaun-sw1,FALSE,5/8/2025 15:45:15,5/8/2025 16:09:15,Switch,Central Region,Rebooted,25th Baisakh,"0 days, 00 hrs, 24 min",,Power,0.01666666667,18
30,mchabahil - mmaharajgunj,,5/8/2025 15:58:00,5/8/2025 16:20:00,Link Flap,********,Link Flap,25th Baisakh,"0 days, 00 hrs, 22 min",,Link Issue,0.01527777778,1
31,mbal - mgyaneshwore[10G],,5/8/2025 16:22:00,5/8/2025 17:17:19,Link Down,********,Unknown,25th Baisakh,"0 days, 00 hrs, 55 min",,Unknown,0.03841435185,2
32,mtrishuli - mgalchi[10G],,5/8/2025 16:26:00,5/8/2025 18:57:48,Link Down,********,Fiber Issue,25th Baisakh,"0 days, 02 hrs, 31 min","Call is not reachable to Mahesh Ji, will update after calls connect.",Fiber,0.1054166667,4
33,mcharali-sw1,,5/8/2025 16:38:00,5/8/2025 18:35:59,Switch,********,CT Line Issue,25th Baisakh,"0 days, 01 hrs, 57 min",,Power,0.08193287037,18
34,mwaling - mbirauta [20G],FALSE,5/8/2025 16:46:00,5/8/2025 17:23:00,Link Down,Eastern Region,Fiber Issue,25th Baisakh,"0 days, 00 hrs, 37 min",,Fiber,0.02569444445,1
35,mwaling - mbutwal-dh[20G],,5/8/2025 16:46:00,5/8/2025 17:24:14,Link Down,********,Fiber Issue,25th Baisakh,"0 days, 00 hrs, 38 min",,Fiber,0.02655092593,1
36,po-2.mpalpa <-> ae18.mbutwal-dh-LACP-[10G],,5/8/2025 16:55:00,5/8/2025 17:20:00,Traffic Congestion,********,Congestion,25th Baisakh,"0 days, 00 hrs, 25 min",,Traffic Issue,0.01736111111,1
37,mcharikot,FALSE,5/8/2025 17:19:00,5/8/2025 17:31:51,MPLS,Central Region,Rebooted,25th Baisakh,"0 days, 00 hrs, 12 min",,Power,0.008923611109,1
38,mkhalanga-sw1,FALSE,5/8/2025 17:29:00,5/8/2025 17:45:31,Switch,Far Western Region,Rebooted,25th Baisakh,"0 days, 00 hrs, 16 min",,Power,0.0114699074,26
39,GMR-Nepal-Himal-Hydropower-Kupondole-Height-Lalitpur-Bharti-E1 - mpulchowk-dls-sw2,,5/8/2025 17:42:00,5/8/2025 18:02:00,Link Down,********,Unknown,25th Baisakh,"0 days, 00 hrs, 20 min",,Unknown,0.01388888888,3
40,mbal - mgyaneshwore[10G],,5/8/2025 17:17:19,5/9/2025 10:55:00,Optical Power,********,Optical Power,25th Baisakh,"0 days, 17 hrs, 37 min",link is up but need to optimize optical power. Team will do the needful tomorrow.,Fiber,0.7345023148,2
41,mdaphelake-sw1,TRUE,5/8/2025 18:20:00,5/9/2025 6:59:54,Switch,Far Western Region,Full Solar POP,25th Baisakh,"0 days, 12 hrs, 39 min",,Power,0.5277083333,20
42,msirdibas-sw1,TRUE,5/8/2025 18:27:58,5/9/2025 7:40:12,Switch,Gorkha NTA,Full Solar POP,25th Baisakh,"0 days, 13 hrs, 12 min",,Power,0.550162037,30
43,po-3.mthankot <-> be3.mswitchatar-LACP-[10G],,5/8/2025 19:26:00,5/8/2025 19:46:00,Traffic Congestion,********,Congestion,25th Baisakh,"0 days, 00 hrs, 20 min",,Traffic Issue,0.01388888889,2
44,mmidmarsyangdi-dam-sw1,FALSE,5/8/2025 19:06:42,5/8/2025 19:47:40,Switch,Highway PoP,CT Line Issue,25th Baisakh,"0 days, 00 hrs, 40 min",,Power,0.02844907407,10
45,mtrishuli - mgalchi[10G],,5/8/2025 18:57:48,5/13/2025 18:06:00,Optical Power,********,Optical Power,25th Baisakh,"4 days, 23 hrs, 08 min","As per Shiva Ji, Team is working on this segment.",Fiber,4.964027778,4
46,mgalchi - mmalekhu [10G],,5/8/2025 19:47:14,5/9/2025 13:28:15,Link Down,********,Fiber Issue,25th Baisakh,"0 days, 17 hrs, 41 min"," As per Mahesh Jee, Need to replace 500 m 6 core fiber at Galaudhi area to restore the link. Team is working . ETR 2-3 hours.",Fiber,0.7368171296,1
47,mmidmarsyangdi-dam-sw1,FALSE,5/8/2025 21:17:39,5/8/2025 22:18:45,Switch,Highway PoP,Rebooted,25th Baisakh,"0 days, 01 hrs, 01 min",,Power,0.04243055556,10
48,mlahachhewar-sw1,FALSE,5/8/2025 21:00:20,5/9/2025 6:55:56,Switch,********,Unknown,25th Baisakh,"0 days, 09 hrs, 55 min",,Unknown,0.4136111111,7
49,mnaamdanda-sw1,TRUE,5/8/2025 21:00:13,5/9/2025 6:52:50,Switch,Central Region,Uplink issue,25th Baisakh,"0 days, 09 hrs, 52 min",,Fiber,0.4115393519,10
50,mkataridanda-sw1,FALSE,5/8/2025 22:28:47,5/9/2025 5:49:47,Switch,Eastern Region,Rebooted,25th Baisakh,"0 days, 07 hrs, 21 min",,Power,0.30625,34
51,mrindanda-sw1,FALSE,5/8/2025 23:37:40,5/9/2025 6:39:57,Switch,Central Region,Rebooted,25th Baisakh,"0 days, 07 hrs, 02 min",,Power,0.2932523148,10
52,mdailekh-sw1,FALSE,5/8/2025 23:46:00,5/8/2025 23:48:00,Switch,Far Western Region,Rebooted,25th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888893,11
53,mmusikotbazaar,,5/8/2025 20:54:00,5/9/2025 0:07:00,MPLS,Far Western Region,Unknown,25th Baisakh,"0 days, 03 hrs, 13 min",,Unknown,0.1340277778,6
54,mgajuri-sw1,FALSE,5/8/2025 19:53:28,5/9/2025 8:55:40,Switch,Highway PoP,Unknown,25th Baisakh,"0 days, 13 hrs, 02 min",,Unknown,0.5431944444,3
1,mbhairahawa-wireless-sw1,FALSE,5/9/2025 0:16:00,5/9/2025 0:18:00,Switch,Western Region,Rebooted,26th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888886,17
2,mmurtidanda-sw1,FALSE,5/9/2025 1:24:40,5/9/2025 8:06:56,Switch,Eastern Region,Routed,26th Baisakh,"0 days, 06 hrs, 42 min",,Fiber,0.2793518519,10
3,mdailekh-sw1,FALSE,5/9/2025 1:59:00,5/9/2025 2:02:00,Switch,Far Western Region,Rebooted,26th Baisakh,"0 days, 00 hrs, 03 min",,Power,0.002083333333,11
4,mbhairahawa-wireless-sw1,FALSE,5/9/2025 2:11:00,5/9/2025 2:16:00,Switch,Western Region,Rebooted,26th Baisakh,"0 days, 00 hrs, 05 min",,Power,0.003472222226,17
5,mbayarghari-sw1,FALSE,5/9/2025 2:10:00,5/9/2025 2:13:00,Switch,Western Region,Rebooted,26th Baisakh,"0 days, 00 hrs, 03 min",,Power,0.002083333333,2
6,mkhalanga-sw1,FALSE,5/9/2025 2:11:00,5/9/2025 2:57:42,Switch,Far Western Region,Rebooted,26th Baisakh,"0 days, 00 hrs, 46 min",,Power,0.03243055556,26
7,mbajurabazaar-sw1,FALSE,5/9/2025 3:21:58,5/9/2025 6:59:54,Switch,Far Western Region,Rebooted,26th Baisakh,"0 days, 03 hrs, 37 min",,Power,0.1513425926,2
8,mchaukhutte-sw1,TRUE,5/9/2025 3:47:58,5/9/2025 7:00:10,Switch,Far Western Region,Rebooted,26th Baisakh,"0 days, 03 hrs, 12 min",,Power,0.1334722222,8
9,mkakarvita-sw1,FALSE,5/9/2025 4:14:00,5/9/2025 8:08:01,Switch,Eastern Region,Routed,26th Baisakh,"0 days, 03 hrs, 54 min",,Fiber,0.1625115741,2
10,mbhairahawa-wireless-sw1,FALSE,5/9/2025 5:34:00,5/9/2025 5:36:00,Switch,Western Region,Rebooted,26th Baisakh,"0 days, 00 hrs, 02 min",,Power,0.001388888886,17
