SN,MPLS/Switch,Full SOLAR POP,Down Time,Up Time,Type,Region,Reason/Issue,Date,Duration,Remarks(from mail if any),Category,,Down Count
20,mdhulabari-sw1,FALSE,6/10/2025 7:34:35,6/10/2025 9:26:04,Switch,Eastern Region,Routed,27th Jestha,"0 days, 01 hrs, 51 min",,Fiber,0.07741898148,8
21,mgalchi - mdharke,,6/10/2025 7:36:00,6/10/2025 8:45:00,Link Down,********,Fiber Breakage,27th Jestha,"0 days, 01 hrs, 09 min",,Fiber,0.04791666667,2
22,mdumkibas,FALSE,6/10/2025 7:56:00,6/10/2025 8:12:00,MPLS,Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 16 min",,Power,0.01111111111,25
23,mbirtamode-sw1,FALSE,6/10/2025 7:47:27,6/10/2025 9:18:12,Switch,Eastern Region,Configuration Change,27th Jestha,"0 days, 01 hrs, 30 min",,Wireless,0.06302083333,1
24,mtalchowk-sw1,FALSE,6/10/2025 7:54:38,6/10/2025 8:22:00,Switch,Western Region,CT Line Issue/Backup Drained,27th Jestha,"0 days, 00 hrs, 27 min",,Power,0.01900462963,2
25,mbirtamode <->mjhiljhile [10G],,6/10/2025 7:54:40,6/11/2025 16:39:00,Link Down,********,Fiber Issue,27th Jestha,"1 days, 08 hrs, 44 min","As per Bijay ji, Team is busy with another task Team will look into the issue tomorrow ",Fiber,1.36412037,2
26,mnayasaghu-sw1,,6/10/2025 8:11:00,6/10/2025 8:19:00,Switch,********,Rebooted,27th Jestha,"0 days, 00 hrs, 08 min",,Power,0.005555555559,7
27,mjorpati-dls-sw1 - maarubari-dls-sw1,,6/10/2025 8:52:00,6/10/2025 12:18:02,Link Down,********,Fiber Breakage,27th Jestha,"0 days, 03 hrs, 26 min",,Fiber,0.1430787037,1
28,mdudhauli-sw1,FALSE,6/10/2025 9:35:24,6/10/2025 10:27:34,Switch,Eastern Region,Plug/Unplug Ethernet Cable,27th Jestha,"0 days, 00 hrs, 52 min",,Fiber,0.03622685185,5
29,mgalchi - mdharke,,6/10/2025 9:57:00,6/11/2025 19:21:00,Link Down,********,Fiber Issue,27th Jestha,"1 days, 09 hrs, 24 min","As per Shiva ji, Link is down due to pole shifting at Jungey Khola. team is working for the same. Link will be maintained by evening ",Fiber,1.391666667,2
30,mdumkibas,FALSE,6/10/2025 12:11:00,6/10/2025 12:36:00,MPLS,Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 25 min",,Power,0.01736111111,25
31,mchisapaninmc-sw1,FALSE,6/10/2025 12:18:38,6/10/2025 19:10:48,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 06 hrs, 52 min",Still working .,Power,0.2862268519,1
32,msukhad-sw1,FALSE,6/10/2025 12:28:17,6/10/2025 12:47:00,Switch,Far Western Region,Routed,27th Jestha,"0 days, 00 hrs, 18 min",,Fiber,0.01299768518,3
33,mbadi-sw1,,6/10/2025 12:42:39,6/10/2025 13:17:38,Switch,********,Rebooted,27th Jestha,"0 days, 00 hrs, 34 min",,Power,0.02429398149,2
34,Dhulabari - Birtamode,,6/10/2025 7:34:35,6/10/2025 13:50:00,Link Down,********,Fiber Breakage,27th Jestha,"0 days, 06 hrs, 15 min",,Fiber,0.2607060185,1
35,msukhad-sw1-mbauniya-sw1,,6/10/2025 12:28:17,6/11/2025 13:30:00,Link Down,********,Fiber Issue,27th Jestha,"1 days, 01 hrs, 01 min",This has been informed to the LCO,Fiber,1.042858796,1
36,mdeuralibazaar-sw1,FALSE,6/10/2025 13:15:44,6/10/2025 15:08:57,Switch,Central Region,Manual Down/Weather,27th Jestha,"0 days, 01 hrs, 53 min",,Manual Down,0.07862268519,12
37,mkhawadanda-sw1,FALSE,6/10/2025 13:48:58,6/10/2025 15:29:58,Switch,Central Region,CT Line Issue,27th Jestha,"0 days, 01 hrs, 41 min",,Power,0.07013888888,27
38,mmurgiya-sw1-mjitpur-sw1,,6/10/2025 15:17:02,6/10/2025 16:07:03,Link Down,********,Unknown,27th Jestha,"0 days, 00 hrs, 50 min",,Unknown,0.0347337963,2
39,manamnagar <-> mkamaladi [10G],,6/10/2025 15:52:23,6/10/2025 17:51:12,Link Down,********,Fiber Issue,27th Jestha,"0 days, 01 hrs, 58 min",Baluwatar Team A is heading for this issue.,Fiber,0.08251157407,1
40,mbal <-> mdhalkebar [100G],,6/10/2025 15:54:23,6/10/2025 16:15:23,Link Flap,********,Link Flap,27th Jestha,"0 days, 00 hrs, 21 min",,Link Issue,0.01458333333,1
41,msantibazaar-sw1,FALSE,6/10/2025 15:56:43,6/10/2025 16:11:30,Switch,Far Western Region,Unknown,27th Jestha,"0 days, 00 hrs, 14 min",,Unknown,0.0102662037,3
42,mjantilake-sw1,FALSE,6/10/2025 16:08:23,6/11/2025 5:34:00,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 13 hrs, 25 min","Call made to Rajkumar jee is responding switch off and of Bhuwan jee is not reachable, so unable to verify power status now.",Power,0.5594560185,22
43,mitahari <->mdamak [30G],,6/10/2025 16:22:20,6/11/2025 19:26:07,Link Down,********,Unknown,27th Jestha,"1 days, 03 hrs, 03 min","""Acknowledged. Our local team is on-site maintaining the link to optimize the optical power.""",Unknown,1.127627315,2
44,mlahan-office-sw1,FALSE,6/10/2025 16:43:08,6/10/2025 17:01:17,Switch,********,CT Line Issue/Backup Drained,27th Jestha,"0 days, 00 hrs, 18 min",,Power,0.01260416667,4
45,mdandagaun-sw1,FALSE,6/10/2025 16:43:47,6/10/2025 16:51:21,Switch,Central Region,CT Line Issue,27th Jestha,"0 days, 00 hrs, 07 min",,Power,0.005254629636,16
46,mrajapur-sw1,FALSE,6/10/2025 18:14:47,6/10/2025 18:18:47,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 04 min",,Power,0.00277777778,11
47,mdaphelake-sw1,TRUE,6/10/2025 18:19:35,6/10/2025 18:27:09,Switch,Far Western Region,Unknown,27th Jestha,"0 days, 00 hrs, 07 min",,Unknown,0.005254629628,36
48,mmainapokhar-sw1,FALSE,6/10/2025 18:20:35,6/10/2025 18:23:00,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 02 min",,Power,0.00167824074,3
49,mgaddachowki-sw1,FALSE,6/10/2025 18:22:07,6/10/2025 18:31:00,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 08 min",,Power,0.006168981476,5
50,mridi,FALSE,6/10/2025 18:31:07,6/10/2025 18:43:00,MPLS,Western Region,CT Line Issue,27th Jestha,"0 days, 00 hrs, 11 min",,Power,0.008252314816,57
51,msirdibas-sw1,TRUE,6/10/2025 18:49:29,6/11/2025 7:51:39,Switch,Gorkha NTA,Full Solar POP,27th Jestha,"0 days, 13 hrs, 02 min",,Power,0.5431712963,33
52,mtadi,FALSE,6/10/2025 18:53:00,6/10/2025 19:21:43,MPLS,********,CT Line Issue/Backup Drained,27th Jestha,"0 days, 00 hrs, 28 min",,Power,0.01994212963,8
53,mdaphelake-sw1,TRUE,6/10/2025 19:01:56,6/11/2025 5:43:27,Switch,Far Western Region,Full Solar POP,27th Jestha,"0 days, 10 hrs, 41 min",,Power,0.4454976852,36
54,mdumkibas,FALSE,6/10/2025 19:24:43,6/10/2025 19:39:27,MPLS,Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 14 min",,Power,0.01023148148,25
55,mjamune-sw1,FALSE,6/10/2025 19:43:02,6/10/2025 19:49:37,Switch,Highway PoP,Rebooted,27th Jestha,"0 days, 00 hrs, 06 min",,Power,0.004571759258,18
56,mrampur-pokhara-sw1,FALSE,6/10/2025 19:47:57,6/10/2025 22:46:57,Switch,Western Region,Unknown,27th Jestha,"0 days, 02 hrs, 59 min",,Unknown,0.1243055556,3
57,msardi-sw1,FALSE,6/10/2025 19:59:29,6/10/2025 20:41:40,Switch,Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 42 min",,Power,0.02929398148,81
58,mpokhara-satmane-sw1,FALSE,6/10/2025 19:58:13,6/10/2025 21:10:24,Switch,Western Region,Rebooted,27th Jestha,"0 days, 01 hrs, 12 min",,Power,0.05012731482,11
59,mjyamrung-sw1,FALSE,6/10/2025 20:15:13,6/10/2025 20:17:01,Switch,Dhading NTA,Rebooted,27th Jestha,"0 days, 00 hrs, 01 min",,Power,0.001250000001,2
60,mgaddachowki-sw1,FALSE,6/10/2025 20:28:00,6/10/2025 20:30:00,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 02 min",,Power,0.001388888886,5
61,mbardibas-te-0-0-0-24:To-mhariwan-LAG-BE1-te-0-0-0-24-[40G],,6/10/2025 20:31:58,6/10/2025 22:00:00,Traffic Congestion,********,Congestion,27th Jestha,"0 days, 01 hrs, 28 min",,Traffic Issue,0.06113425926,1
62,mtatopani-sw1,FALSE,6/10/2025 21:15:30,6/10/2025 21:16:31,Switch,********,Rebooted,27th Jestha,"0 days, 00 hrs, 01 min",,Power,0.0007060185162,5
63,mfaparbari-sw1,FALSE,6/10/2025 22:16:50,6/11/2025 7:09:07,Switch,Central Region,Rebooted,27th Jestha,"0 days, 08 hrs, 52 min",,Power,0.3696412037,28
64,mgaddachowki-sw1,FALSE,6/10/2025 22:24:00,6/10/2025 22:29:00,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 05 min",,Power,0.003472222219,5
65,mchaukhutte-sw1,TRUE,6/10/2025 22:27:00,6/10/2025 22:29:00,Switch,Far Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 02 min",,Power,0.001388888886,18
66,mtadi,FALSE,6/10/2025 22:36:00,6/11/2025 5:23:38,MPLS,********,Rebooted,27th Jestha,"0 days, 06 hrs, 47 min",,Power,0.2830787037,8
67,mdumkibas,FALSE,6/10/2025 23:01:42,6/10/2025 23:09:06,MPLS,Western Region,Rebooted,27th Jestha,"0 days, 00 hrs, 07 min",,Power,0.00513888889,25
68,mbaniyani-sw1,FALSE,6/10/2025 22:57:06,6/11/2025 0:10:00,Switch,Eastern Region,Rebooted,27th Jestha,"0 days, 01 hrs, 12 min",,Power,0.050625,1
69,mtatopani-sw1,FALSE,6/10/2025 23:18:30,6/10/2025 23:18:30,Switch,********,Rebooted,27th Jestha,"0 days, 00 hrs, 00 min",,Power,0,5
1,xe-1/2/9 Airtel-L2-NNI-RA4775877-East-LAG-ae3 at-mbhairahawa xe-1/2/9 Connected-to-Airtel-Sanauli-II-10G-IP-Transit-West#1/0/0-at-mbhairahawa,,6/11/2025 0:03:00,6/11/2025 12:13:00,Link Down,********,Optical Power,28th Jestha,"0 days, 12 hrs, 10 min",,Fiber,0.5069444444,1
2,mbhajani-sw1,FALSE,6/11/2025 0:17:04,6/11/2025 6:21:24,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 06 hrs, 04 min",,Power,0.2530092593,6
3,mridi,FALSE,6/11/2025 0:44:00,6/11/2025 1:01:00,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 17 min",,Power,0.01180555556,57
4,mbardibas - mbirgunj-nea [200G],,6/11/2025 1:20:48,6/11/2025 1:21:00,Link Flap,********,Link Flap,28th Jestha,"0 days, 00 hrs, 00 min",,Link Issue,0.0001388888923,3
5,mholleri-sw1,FALSE,6/11/2025 1:58:41,6/12/2025 10:13:04,Switch,Western Region,Repalced Ethernet cable,28th Jestha,"1 days, 08 hrs, 14 min",We do not have any cat6 cable stock in dang and Nepalgunj branch. So we need to buy the cable from market and it's price 1050/- (35mtr * 30per/m) and now the team are manage to replace it after approve the buying amount 1050/- from Rakshya Shrestha Di (Wireless Department) and team are update when the task will be done. Thank you ,Fiber,1.343321759,10
6,mmainapokhar-sw 1 - mkhajura-sw1,,6/11/2025 14:13:00,6/11/2025 17:42:29,Link Down,********,MUX Issue,28th Jestha,"0 days, 03 hrs, 29 min",Link is up. We will test the link tonight sending the traffic and update the status.,Device,0.145474537,1
7,mkhanar-sw1,,6/11/2025 2:22:51,6/11/2025 3:11:00,Switch,********,Rebooted,28th Jestha,"0 days, 00 hrs, 48 min",,Power,0.0334375,4
8,mridi,FALSE,6/11/2025 3:58:00,6/11/2025 4:24:00,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 26 min",,Power,0.01805555556,57
9,mrajapur-sw1,FALSE,6/11/2025 4:42:00,6/11/2025 4:46:00,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 04 min",,Power,0.00277777778,11
10,et-1/0/2 Connected-to-Airtel-Raxaul#et-1-1-2-via-Adarsanagar-ADSS at-mbirgunj-nea,,6/11/2025 4:08:34,6/11/2025 10:45:00,Link Down,********,Fiber Breakage,28th Jestha,"0 days, 06 hrs, 36 min",,Fiber,0.2753009259,2
11,mbirgunj-nea-xe-3-0-9:Connected-to-PSS32-PRJ-01-Slot10-C6-for-IPLC-LAG-ae7,,6/11/2025 4:14:14,6/11/2025 10:19:14,Link Down,********,Fiber Breakage,28th Jestha,"0 days, 06 hrs, 05 min",,Fiber,0.2534722222,1
12,mjamune-sw1,FALSE,6/11/2025 4:19:00,6/11/2025 4:59:00,Switch,Highway PoP,Rebooted,28th Jestha,"0 days, 00 hrs, 40 min",,Power,0.02777777778,18
13,mraksirang-sw1,TRUE,6/11/2025 3:52:42,6/12/2025 8:55:46,Switch,Makawanpur NTA,Rebooted,28th Jestha,"1 days, 05 hrs, 03 min",Kamal ji will look into issue and update us accordingly.,Power,1.210462963,2
14,mjumlabazaar-sw1,TRUE,6/11/2025 5:09:37,6/11/2025 6:11:47,Switch,Far Western Region,Unknown,28th Jestha,"0 days, 01 hrs, 02 min",,Unknown,0.0431712963,25
15,mgaddachowki-sw1,FALSE,6/11/2025 5:16:00,6/11/2025 5:21:00,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 05 min",,Power,0.003472222219,5
16,mdumkibas,FALSE,6/11/2025 5:31:00,6/11/2025 5:47:00,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 16 min",,Power,0.01111111111,25
17,mdhulikhel,FALSE,6/11/2025 5:32:00,6/11/2025 7:09:00,MPLS,Central Region,CT Line Issue/Backup Drained,28th Jestha,"0 days, 01 hrs, 37 min",,Power,0.06736111111,6
18,mdeuralibazaar-sw1,FALSE,6/11/2025 5:33:33,6/11/2025 8:48:57,Switch,Central Region,Rebooted,28th Jestha,"0 days, 03 hrs, 15 min",,Power,0.1356944444,12
19,mbalefi - mdolalghat,,6/11/2025 7:10:00,6/11/2025 16:32:11,Link Down,********,Fiber Breakage,28th Jestha,"0 days, 09 hrs, 22 min",,Fiber,0.3904050926,1
20,mgorusinghe,FALSE,6/11/2025 7:35:00,6/11/2025 8:50:25,MPLS,Western Region,Power Issue,28th Jestha,"0 days, 01 hrs, 15 min",,Power,0.05237268519,1
21,mbaghbhairab-thokarpa-sw1,FALSE,6/11/2025 7:19:37,6/11/2025 16:15:36,Switch,Central Region,Fiber Breakage,28th Jestha,"0 days, 08 hrs, 55 min",,Fiber,0.3722106481,1
22,mkalikot-sw1,FALSE,6/11/2025 7:41:38,6/11/2025 8:37:13,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 55 min",,Power,0.03859953704,7
23,mridi,FALSE,6/11/2025 8:08:00,6/11/2025 8:33:00,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 25 min",,Power,0.01736111111,57
24,mmahadevbesi-sw1,FALSE,6/11/2025 8:40:29,6/11/2025 19:28:00,Switch,Highway PoP,Pole shifting,28th Jestha,"0 days, 10 hrs, 47 min",,Fiber,0.4496643519,2
25,mdudhauli-sw1,FALSE,6/11/2025 8:51:10,6/11/2025 9:43:21,Switch,Eastern Region,Plug/Unplug Ethernet Cable,28th Jestha,"0 days, 00 hrs, 52 min",,Fiber,0.03623842593,5
26,mgongabu-mbal,,6/11/2025 12:04:00,6/11/2025 12:05:00,Link Flap,********,Unknown,28th Jestha,"0 days, 00 hrs, 01 min",,Unknown,0.0006944444394,1
27,mdhulikhel,FALSE,6/11/2025 12:20:00,6/11/2025 13:23:57,MPLS,Central Region,CT Line Issue,28th Jestha,"0 days, 01 hrs, 03 min",,Power,0.04440972222,6
28,mdudhauli-sw1,FALSE,6/11/2025 12:43:21,6/11/2025 17:27:42,Switch,Eastern Region,Patch cord issue,28th Jestha,"0 days, 04 hrs, 44 min",,Fiber,0.1974652778,5
29,Airtel-L2-NNI-LSI-14737244-East-LAG-ae3,,6/10/2025 10:29:00,6/11/2025 20:46:00,Optical Power,********,Optical Power,28th Jestha,"1 days, 10 hrs, 17 min",,Fiber,1.428472222,1
30,mkhawadanda-sw1,FALSE,6/11/2025 13:56:00,6/11/2025 14:12:03,Switch,Central Region,Rebooted,28th Jestha,"0 days, 00 hrs, 16 min",,Power,0.01114583333,27
31,mtadi,FALSE,6/11/2025 14:04:06,6/11/2025 14:18:38,MPLS,********,Voltage Issue,28th Jestha,"0 days, 00 hrs, 14 min",,Power,0.01009259259,8
32,mbhajani-sw1,FALSE,6/11/2025 14:11:24,6/11/2025 15:03:34,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 52 min",,Power,0.03622685185,6
33,mkhawadanda-sw1,FALSE,6/11/2025 14:32:01,6/11/2025 19:42:00,Switch,Central Region,CT Line Issue,28th Jestha,"0 days, 05 hrs, 09 min","As per Local support, there is no ct line so the host went down after backup drain.Host will be only reachable after resuming ct line.",Power,0.2152662037,27
34,mdhulikhel,FALSE,6/11/2025 14:37:01,6/11/2025 16:25:14,MPLS,Central Region,Rebooted,28th Jestha,"0 days, 01 hrs, 48 min",,Power,0.07515046296,6
35,mmusikotbazaar,,6/11/2025 15:35:27,6/11/2025 17:05:27,MPLS,Far Western Region,Unknown,28th Jestha,"0 days, 01 hrs, 30 min",,Unknown,0.0625,19
36,mdeuralibazaar-sw1,FALSE,6/11/2025 15:01:29,6/11/2025 17:15:22,Switch,Central Region,Rebooted,28th Jestha,"0 days, 02 hrs, 13 min",,Power,0.09297453704,12
37,mdumkibas,FALSE,6/11/2025 15:13:00,6/11/2025 15:46:49,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 33 min",,Power,0.02348379629,25
38,mchabahil <-> mbaluwakhani-sw1 [10G],,6/11/2025 15:14:38,6/11/2025 17:27:00,Link Down,********,Fiber Breakage,28th Jestha,"0 days, 02 hrs, 12 min",,Fiber,0.09192129629,2
39,xe-0/0/1.mhbl1 <-> Te-0/3/0/2.mkamaladi,,6/11/2025 15:24:38,6/11/2025 15:25:00,Traffic Congestion,********,Congestion,28th Jestha,"0 days, 00 hrs, 00 min",,Traffic Issue,0.0002546296309,1
40,mamarsingh-dls-sw1,FALSE,6/11/2025 15:40:38,6/11/2025 15:59:07,Switch,Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 18 min",,Power,0.01283564815,5
41,mitahari <->mdamak [30G] -BL Fiber,,6/11/2025 16:00:38,6/11/2025 19:26:07,Link Down,********,Unknown,28th Jestha,"0 days, 03 hrs, 25 min",,Unknown,0.1426967593,2
42,mchatara,FALSE,6/11/2025 16:03:38,6/11/2025 17:06:45,MPLS,Eastern Region,Rebooted,28th Jestha,"0 days, 01 hrs, 03 min",,Power,0.04383101852,3
43,mbpkihs <-> mchakragatti [10G],,6/11/2025 16:03:38,6/11/2025 20:16:00,Link Down,********,Fiber Issue,28th Jestha,"0 days, 04 hrs, 12 min",Link is maintained but port is still showing down. Please set the booster ,Fiber,0.1752546296,2
44,mkataridanda-sw1,FALSE,6/11/2025 16:12:47,6/11/2025 18:05:08,Switch,Eastern Region,Rebooted,28th Jestha,"0 days, 01 hrs, 52 min",,Power,0.07802083333,33
45,mbhimad-sw1,FALSE,6/11/2025 16:05:59,6/11/2025 17:51:34,Switch,Western Region,Unknown,28th Jestha,"0 days, 01 hrs, 45 min",,Unknown,0.07332175926,1
46,mbhalukharka-markhu-sw1,TRUE,6/11/2025 16:35:37,6/12/2025 10:46:50,Switch,Makawanpur NTA,Multiplug issue,28th Jestha,"0 days, 18 hrs, 11 min",Dev Narayan ji will look into issue and update us accordingly.,Power,0.7577893518,1
47,mkhanar-sw1,,6/11/2025 16:40:37,6/11/2025 16:51:12,Switch,********,Rebooted,28th Jestha,"0 days, 00 hrs, 10 min",,Power,0.007349537038,4
48,mjantilake-sw1,FALSE,6/11/2025 15:43:59,6/11/2025 17:09:34,Switch,Far Western Region,Unknown,28th Jestha,"0 days, 01 hrs, 25 min",,Unknown,0.05943287037,22
49,mbardibas <-> mbirgunj-nea [200G],,6/11/2025 17:02:59,6/11/2025 18:08:00,Link Down,********,Optical Power,28th Jestha,"0 days, 01 hrs, 05 min",,Fiber,0.04515046297,6
50,mcharikot - maahaldanda,,6/11/2025 17:03:41,6/12/2025 15:58:00,Link Down,********,Fiber Issue,28th Jestha,"0 days, 22 hrs, 54 min",This has been informed Subash ji. team will do the needful tomorrow ,Fiber,0.9543865741,2
51,mbhorledanda-sw1,FALSE,6/11/2025 15:53:37,6/12/2025 17:49:34,Switch,Central Region,Plug/Unplug Ethernet Cable,28th Jestha,"1 days, 01 hrs, 55 min",,Fiber,1.080520833,10
52,msafebager-sw1,FALSE,6/11/2025 17:05:22,6/12/2025 4:00:58,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 10 hrs, 55 min",Calls is not being received by hemraj ji.,Power,0.4552777778,7
53,mfaparbari-sw1,FALSE,6/11/2025 17:19:07,6/11/2025 20:11:17,Switch,Central Region,Unknown,28th Jestha,"0 days, 02 hrs, 52 min",Calls is not being received by hemraj ji.,Unknown,0.1195601852,28
54,mmurtidanda-sw1,FALSE,6/11/2025 17:46:38,6/11/2025 19:48:48,Switch,Eastern Region,Manual Down/Weather,28th Jestha,"0 days, 02 hrs, 02 min",,Manual Down,0.08483796297,5
55,mshivgunj-sw1,,6/11/2025 18:17:40,6/11/2025 18:43:15,Switch,********,No Backup,28th Jestha,"0 days, 00 hrs, 25 min",,Power,0.0177662037,5
56,mitahari-ch <-> mhetauda || mitahari-ch <->mdhalkebar,,6/11/2025 18:24:40,6/11/2025 19:30:00,Link Flap,********,Unknown,28th Jestha,"0 days, 01 hrs, 05 min",,Unknown,0.04537037037,1
57,mbutwal-dh <-> mlekhanath [100G],,6/11/2025 18:37:03,6/11/2025 19:30:00,Link Flap,********,Unknown,28th Jestha,"0 days, 00 hrs, 52 min",,Unknown,0.03677083334,1
58,mridi,FALSE,6/11/2025 18:40:10,6/11/2025 19:55:10,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 01 hrs, 15 min",,Power,0.05208333334,57
59,mdumkibas,FALSE,6/11/2025 18:39:00,6/11/2025 20:01:49,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 01 hrs, 22 min",,Power,0.05751157407,25
60,mduhabi <-> mitahari-ch [100G],,6/11/2025 18:38:45,6/12/2025 18:58:46,Link Down,********,Unknown,28th Jestha,"1 days, 00 hrs, 20 min",Plus team is working since morning .,Unknown,1.013900463,2
61,mmaharajgunj,FALSE,6/11/2025 18:47:00,6/11/2025 18:53:02,MPLS,********,Rebooted,28th Jestha,"0 days, 00 hrs, 06 min",,Power,0.004189814819,8
62,mjamune-sw1,FALSE,6/11/2025 18:51:47,6/11/2025 19:13:57,Switch,Highway PoP,Rebooted,28th Jestha,"0 days, 00 hrs, 22 min",,Power,0.01539351852,18
63,mmaharajgunj,FALSE,6/11/2025 19:00:47,6/11/2025 19:06:47,MPLS,********,Unknown,28th Jestha,"0 days, 00 hrs, 06 min",,Unknown,0.004166666666,8
64,mbhairahawa - Connected-to-PSS32-BHW-01#1-10-C6-for-IPLC-LAG-ae7,,6/11/2025 19:02:00,6/11/2025 19:30:00,Link Flap,********,Link Flap,28th Jestha,"0 days, 00 hrs, 28 min",,Link Issue,0.01944444444,1
65,mdamak,FALSE,6/11/2025 19:11:00,6/11/2025 19:19:53,MPLS,Eastern Region,Unknown,28th Jestha,"0 days, 00 hrs, 08 min",,Unknown,0.006168981483,4
66,msirdibas-sw1,TRUE,6/11/2025 18:42:57,6/12/2025 6:55:12,Switch,Gorkha NTA,Full Solar POP,28th Jestha,"0 days, 12 hrs, 12 min",,Power,0.5085069444,33
67,mdaphelake-sw1,TRUE,6/11/2025 19:11:19,6/12/2025 5:50:57,Switch,Far Western Region,Full Solar POP,28th Jestha,"0 days, 10 hrs, 39 min",,Power,0.4441898148,36
68,mpalpa-sw1,FALSE,6/11/2025 19:15:00,6/11/2025 19:20:00,Switch,Western Region,Unknown,28th Jestha,"0 days, 00 hrs, 05 min",,Unknown,0.003472222219,2
69,mkalikot-sw1,FALSE,6/11/2025 19:20:00,6/11/2025 19:44:07,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 24 min",,Power,0.01674768519,7
70,mamarsingh-dls-sw1,FALSE,6/11/2025 19:24:00,6/11/2025 21:04:41,Switch,Western Region,Rebooted,28th Jestha,"0 days, 01 hrs, 40 min",,Power,0.06991898148,5
71,mbhedetar-ntv-sw1,FALSE,6/11/2025 19:34:40,6/12/2025 4:51:00,Switch,Eastern Region,Rebooted,28th Jestha,"0 days, 09 hrs, 16 min",,Power,0.3863425926,2
72,mranjha-sw1,FALSE,6/11/2025 19:47:40,6/11/2025 19:57:54,Switch,Far Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 10 min",,Power,0.007106481484,11
73,mrajgadh-sw1,FALSE,6/11/2025 19:48:42,6/11/2025 21:44:06,Switch,Eastern Region,Rebooted,28th Jestha,"0 days, 01 hrs, 55 min",,Power,0.08013888889,3
74,mduhabi - mbrt [100G],,6/11/2025 20:03:21,6/12/2025 14:20:40,Link Down,********,Fiber Issue,28th Jestha,"0 days, 18 hrs, 17 min",,Fiber,0.762025463,1
75,mkataridanda-sw1,FALSE,6/11/2025 20:27:46,6/12/2025 6:18:49,Switch,Eastern Region,Rebooted,28th Jestha,"0 days, 09 hrs, 51 min",,Power,0.4104513889,33
76,mbaitadibazaar,FALSE,6/11/2025 19:57:34,6/12/2025 5:53:00,MPLS,********,Unknown,28th Jestha,"0 days, 09 hrs, 55 min",Calls is not being received by Hemraj ji.,Unknown,0.4134953704,29
77,mnijhgadh-te-0-0-0-19:To-mhariwan-te-0-0-0-19-LAG-BE2-CH51-[40G],,6/11/2025 20:39:41,6/11/2025 21:59:00,Traffic Congestion,********,Congestion,28th Jestha,"0 days, 01 hrs, 19 min",,Traffic Issue,0.05508101852,3
78,mdumkibas,FALSE,6/11/2025 21:10:41,6/11/2025 21:35:08,MPLS,Western Region,Rebooted,28th Jestha,"0 days, 00 hrs, 24 min",,Power,0.01697916666,25
79,mlumbu-sw1,TRUE,6/11/2025 21:28:06,6/12/2025 0:33:46,Switch,Central Region,Unknown,28th Jestha,"0 days, 03 hrs, 05 min",,Unknown,0.1289351852,4
80,mjanakpur (Te0/0/0/27) - mdhalkebar (te-0-0-0-5),,6/11/2025 20:54:00,6/12/2025 13:12:00,Link Down,********,Fiber Issue,28th Jestha,"0 days, 16 hrs, 18 min",,Fiber,0.6791666667,1
81,mkhawadanda-sw1,FALSE,6/11/2025 22:04:07,6/12/2025 7:50:15,Switch,Central Region,Rebooted,28th Jestha,"0 days, 09 hrs, 46 min",,Power,0.407037037,27
82,mchatara,FALSE,6/11/2025 22:20:00,6/11/2025 22:31:00,MPLS,Eastern Region,Rebooted,28th Jestha,"0 days, 00 hrs, 11 min",,Power,0.007638888892,3
83,mbpkihs <-> mchakragatti [10G],,6/11/2025 22:20:00,6/12/2025 9:09:00,Link Down,********,Fiber Issue,28th Jestha,"0 days, 10 hrs, 49 min",,Fiber,0.4506944444,2
